,log(p),Threshold,Time to cancer
104,-6.173588277998,3,7.17808219178082
105,-6.90853920988533,3,9.14794520547945
106,-6.11783611094519,6,25.6246575342466
107,-6.47123664834793,7,42.0164383561644
108,-6.32783894182083,9,80.9205479452055
109,-6.32061203819412,3,8.89315068493151
110,-6.2573623235098,10,90.6849315068493
111,-6.16006060131215,5,25.7835616438356
112,-6.49069792063667,10,88.7041095890411
113,-6.33523710156166,10,88.7260273972603
114,-6.20334451175642,2,5.8958904109589
115,-6.16569668518618,5,31.2602739726027
116,-6.09925918883108,8,65.9616438356164
117,-6.16376301813818,4,8.38356164383562
118,-6.13853841066568,8,52.1232876712329
119,-6.51185301611783,8,83.5917808219178
120,-6.37552503066208,3,7.53150684931507
121,-6.56890635584159,7,65.6520547945206
122,-6.93101639816771,6,47.4684931506849
123,-6.47382680166735,8,76.0575342465753
124,-6.16754993626559,11,95.8383561643836
125,-6.25427195180142,2,6.69041095890411
126,-6.17982076463999,8,57.5479452054795
127,-6.55434268072553,6,41.4931506849315
128,-6.52169857396202,6,35.8465753424658
129,-6.34826044444107,3,7.4986301369863
130,-6.32695590043124,9,83.6821917808219
131,-6.33084157340843,8,69.6438356164384
132,-6.18049169228137,4,8.39178082191781
133,-6.12818195905257,3,6.2054794520548
134,-6.46035996133597,7,52.3150684931507
135,-6.5744848199873,9,81.0931506849315
136,-6.20055031177618,9,81.2794520547945
137,-6.28636017839185,11,98.5534246575343
138,-6.50888850910691,7,44.1780821917808
139,-6.37095211609821,3,7.78904109589041
140,-6.61667826732099,7,52.386301369863
141,-6.25616145513826,3,8.04109589041096
142,-6.78747260885996,7,57.8109589041096
143,-6.59724728628566,3,9.44383561643836
144,-6.39607862869376,7,47.6684931506849
145,-6.38376151965335,9,87.186301369863
146,-6.11206294376389,10,97.8821917808219
147,-6.16289717207154,7,42.4931506849315
148,-6.74841973049118,5,38.0575342465753
149,-6.14482657345756,4,8.69315068493151
150,-6.44464935948409,7,60.4958904109589
151,-6.08027334254704,9,67.1917808219178
152,-6.51637273226336,9,96.5342465753425
153,-6.87030439452373,2,7.84383561643836
154,-6.17648540802943,9,47.5123287671233
155,-6.43126173050098,7,44.4164383561644
156,-6.18300742031756,8,63.1698630136986
157,-6.93957382550594,5,23.8767123287671
158,-6.18895880546045,4,6.80821917808219
159,-6.97691594097371,8,99.9095890410959
160,-6.2091817428235,9,68.4876712328767
161,-6.22796002135493,5,27.441095890411
162,-6.34351507536483,2,5.67945205479452
163,-6.58000067101293,6,38.3780821917808
164,-6.18762407524398,3,7.97534246575342
165,-6.97624775046294,6,46.4547945205479
166,-6.17512698587337,6,31.9753424657534
167,-6.34579961966929,9,72.9068493150685
168,-7.16398499580495,3,16.8520547945205
169,-6.09298870118498,3,7.38082191780822
170,-6.68691237959379,4,18.5452054794521
171,-6.139913199634,6,32.8657534246575
172,-6.1746872602352,2,5.36438356164384
173,-6.57548384722236,4,8.23835616438356
174,-6.47312678850482,9,91.7561643835616
175,-6.37570305651065,4,22.6931506849315
176,-6.33305594018542,6,39.1315068493151
177,-7.03292004486366,3,7.67397260273973
178,-6.71307999431486,6,53.6027397260274
179,-6.34561633445514,7,47.4356164383562
180,-6.28646577083787,11,88.4082191780822
181,-6.20542939100985,4,7.57808219178082
182,-6.58445227428161,3,8.52328767123288
183,-6.56967879559102,4,22.4027397260274
184,-6.49385012512575,4,16.7397260273973
185,-6.85449671275829,2,7.3972602739726
186,-6.08607682388157,9,66.9369863013699
187,-6.67311845631644,4,17.5917808219178
188,-6.38921867880036,10,90.5753424657534
189,-6.87875742325449,5,33.2356164383562
190,-6.32145299891272,7,42.5150684931507
191,-6.11445977881284,2,5.76164383561644
192,-6.44210283475204,3,8.26301369863014
193,-6.41364068038272,8,78.9479452054795
194,-6.26544995882561,8,66.7534246575343
195,-6.35318157449691,7,53.8383561643836
196,-6.51562442104736,8,86.9671232876712
197,-6.18403538422186,5,21.8739726027397
198,-6.13521254593579,11,86.9671232876712
199,-6.22870135966435,6,38.7260273972603
200,-6.17905497777496,10,76.9945205479452
201,-6.28652313750332,4,17.0958904109589
202,-6.40732145720439,3,7.46301369863014
203,-6.16697558635007,4,9.3972602739726
204,-6.58876832897401,7,66.5698630136986
205,-6.36990716659461,2,6.80547945205479
206,-6.3210087953239,2,6.59178082191781
207,-6.7355607613615,2,6.24109589041096
208,-6.40244400022021,8,84.9095890410959
209,-6.52656903889939,5,21.6547945205479
210,-6.40876590247527,5,24.5342465753425
211,-6.93118740490831,6,55.7452054794521
212,-6.50820690221552,5,32.1698630136986
213,-6.59218750946945,3,8.45205479452055
214,-6.4686936002052,7,48.0301369863014
215,-6.13546462288385,10,97.1616438356164
216,-6.08384200927259,2,5.60821917808219
217,-6.4533721781875,7,57.0794520547945
218,-6.75235504828381,4,14.0630136986301
219,-6.42944051322786,2,6.8
220,-6.59470538688592,8,57.1260273972603
221,-6.37188272699813,4,13.8712328767123
222,-6.71245277096483,8,86.0931506849315
223,-6.37286813137308,8,63.4986301369863
224,-6.57353450254121,5,36.013698630137
225,-7.2482693251852,2,8.22739726027397
226,-6.96665126428564,6,55.8739726027397
227,-6.27308779951196,9,89.0602739726027
228,-6.56032236655896,3,8.68219178082192
229,-6.86327338821438,8,95.3150684931507
230,-6.28376486830244,7,48.1342465753425
231,-6.18630472666702,2,6.72054794520548
232,-7.03303692906301,6,60.3013698630137
233,-6.36885710573721,9,99.0739726027397
234,-6.22539520270745,7,52.7561643835617
235,-6.16755560754326,7,34.7068493150685
236,-6.27700160890276,10,94.0246575342466
237,-6.83747261291505,5,36.9150684931507
238,-6.12001081354904,7,40.9534246575343
239,-6.710907465108,7,58.7205479452055
240,-6.18104841494982,2,5.71780821917808
241,-6.21767075134682,8,53.3671232876712
242,-6.1459565416604,3,7.57808219178082
243,-6.84774721373532,2,7.98356164383562
244,-6.17863975875436,8,65.9369863013699
245,-6.45427333737197,3,7.45753424657534
246,-6.20777282504087,7,44.4082191780822
247,-6.16810893579184,3,6.73972602739726
248,-6.68646138765568,2,7.13424657534247
249,-6.13381809480241,4,17.6191780821918
250,-7.93559043179267,3,18.8054794520548
251,-6.1736749788161,8,50.8821917808219
252,-6.51611318027186,6,42.372602739726
253,-6.14366448603751,8,59.6986301369863
254,-6.20982232708442,6,36.0465753424657
255,-6.25764520851743,5,30.641095890411
256,-6.13114534106216,5,27.0438356164384
257,-6.30824289265267,5,25.7369863013699
258,-6.12407111302489,7,36.972602739726
259,-6.65768963614637,5,34.4438356164384
260,-6.33768790806051,10,95.227397260274
261,-6.75387724392089,2,7.81643835616438
262,-7.03698524829024,3,11.027397260274
263,-6.09950628977297,6,41.6630136986301
264,-6.23679379713742,6,29.5068493150685
265,-6.09797527836557,5,15.4767123287671
266,-6.93939509039777,2,7.11232876712329
267,-6.51341803252035,3,8.38904109589041
268,-6.71630952901743,8,80.1945205479452
269,-6.63597658644998,4,12.8
270,-6.12560216068095,2,5.21095890410959
271,-6.35644449407036,4,16.2301369863014
272,-7.26038685689401,7,74.8164383561644
273,-6.4956608598701,5,26.613698630137
274,-6.20752600746297,9,74.8630136986301
275,-6.18462385481976,7,51.4219178082192
276,-6.27868978434532,4,9.17260273972603
277,-6.15689172999736,4,8.8027397260274
278,-6.9387189962559,6,46.9095890410959
279,-6.08161390782238,4,9.57260273972603
280,-6.37815585428831,8,63.6301369863014
281,-6.18259685716545,9,56.1671232876712
282,-6.40141720993946,6,33.2602739726027
283,-7.02259684759581,4,24.972602739726
284,-6.24678001816422,9,78.1041095890411
285,-7.54949161211788,4,24.9013698630137
286,-6.13640118119958,6,33.972602739726
287,-6.24563423634058,8,52.1095890410959
288,-7.31960663530799,2,8.26849315068493
289,-6.37674020848027,7,40.8438356164384
290,-6.55008737541291,6,44.186301369863
291,-6.12984810552005,6,36.172602739726
292,-6.09678465563174,4,9.81095890410959
293,-6.8271476527142,4,15.8767123287671
294,-6.16311272944994,3,8.01095890410959
295,-6.2486107799342,5,29.4328767123288
296,-6.11397372275023,7,33.558904109589
297,-6.1953190983931,8,50.8301369863014
298,-6.89100775114573,5,30.0767123287671
299,-6.1583296027013,10,82.6246575342466
300,-6.10301904799483,3,8.49041095890411
301,-6.19803620635751,5,24.1479452054795
302,-6.11855038441358,4,7.82739726027397
303,-6.16128839723496,11,97.9068493150685
304,-7.15713807381416,4,23.4301369863014
305,-6.17539653437796,6,24.241095890411
306,-6.71794637332359,5,26.8493150684932
307,-6.50027387330366,7,48.7287671232877
308,-6.50736817619675,7,60.1205479452055
309,-6.30829165588619,4,8.17808219178082
310,-6.20354971274394,3,8.02465753424658
311,-7.88274846517441,3,12.1835616438356
312,-6.97059049802571,3,11.2657534246575
313,-6.434188610765,7,44.3698630136986
314,-8.94176892553791,4,78.6931506849315
315,-6.16198845903655,4,8.83561643835616
316,-6.16552463040533,3,7.98356164383562
317,-6.23886485618802,7,41.7315068493151
318,-6.73976134092508,8,86.8191780821918
319,-6.1065324707071,6,30.5671232876712
320,-6.52514184118669,6,40.9972602739726
321,-7.3017699878338,5,41.8493150684932
322,-6.34684026670235,2,6.37534246575343
323,-6.25272601188679,3,5.53972602739726
324,-6.24376784723981,6,33.3232876712329
325,-6.56509251093794,7,49.9232876712329
326,-6.09567568067429,2,6.58904109589041
327,-6.30508441728945,7,41.7972602739726
328,-6.32298776868229,9,86.4767123287671
329,-6.38563679214376,7,52.5698630136986
330,-6.34001560222062,6,44.7424657534247
331,-6.29527716830968,9,79
332,-6.11610882513193,6,30.6219178082192
333,-6.18364885500247,5,25.0602739726027
334,-6.48438037981688,3,7.96164383561644
335,-6.11333136706411,3,7.57808219178082
336,-8.12653869128729,2,8.3972602739726
337,-6.70697524955467,6,43.9506849315069
338,-6.17289438705119,9,51.8301369863014
339,-8.03714534620995,3,20.4219178082192
340,-6.44960730428221,8,77.4794520547945
341,-7.13689691021957,3,10.8986301369863
342,-6.161602577984,2,5.95890410958904
343,-6.41442952978467,7,42.2493150684931
344,-6.22372105789717,2,4.16438356164384
345,-6.51363443516814,9,89.2465753424657
346,-6.0898688000972,9,92.227397260274
347,-6.08346055047724,5,18.8767123287671
348,-6.11502813460523,3,8.2958904109589
349,-6.7423881455014,8,79.4301369863014
350,-6.48108706159965,5,14.8849315068493
351,-6.15912587686261,4,12.4328767123288
352,-6.31549347765976,9,74.3287671232877
353,-6.74141912613965,5,30.4821917808219
354,-6.55582752931317,4,22.2547945205479
355,-6.20179753673982,4,17.4191780821918
356,-6.25280537777427,9,59.1424657534247
357,-6.60846921493805,9,96.7287671232877
358,-6.53501172170305,9,88.5315068493151
359,-6.53349707164706,7,59.0356164383562
360,-6.28532521614266,8,54.2575342465753
361,-6.10959967384995,3,7.39178082191781
362,-6.22572626062068,11,89.2986301369863
363,-6.6377189714635,7,72.1041095890411
364,-6.46699934129153,9,78.0684931506849
365,-6.09529601497067,7,47.6821917808219
366,-6.18765453414326,10,71.0575342465753
367,-6.27266494318631,8,55.8794520547945
368,-6.38627256207892,7,54.8054794520548
369,-6.09017883478035,8,34.8356164383562
370,-6.28624064492654,6,29.4986301369863
371,-6.23720470057171,10,93.5095890410959
372,-6.10466914831636,3,8.48219178082192
373,-6.42291098642669,2,6.83561643835617
374,-7.27325961651124,6,70.0876712328767
375,-6.76770469356755,4,21.5397260273973
376,-6.23951344601984,6,34.4575342465753
377,-6.19813384206662,5,19.5205479452055
378,-6.36396655890656,7,36.2383561643836
379,-6.31004997613072,4,9.16712328767123
380,-6.58101416012565,9,84.2575342465753
381,-6.32824889513613,6,31.2904109589041
382,-7.56413645072268,4,35.8821917808219
383,-6.33170206762934,4,10.641095890411
384,-6.08854420965426,8,59.5068493150685
385,-6.57820314512771,3,9.09589041095891
386,-6.5380958451234,8,85.8630136986301
387,-6.25699571340428,4,17.7287671232877
388,-6.78759822356145,7,54.0767123287671
389,-6.63288652791727,7,49.3287671232877
390,-6.14814125623128,7,46.8465753424658
391,-7.64525164647774,4,32.4849315068493
392,-7.12298438727404,4,30.3205479452055
393,-7.03557177730783,7,92.7561643835616
394,-6.1422813770595,9,68.3808219178082
395,-6.25864375535183,7,42.2356164383562
396,-6.09260626305913,10,74.8849315068493
397,-6.66887593667722,8,88.9506849315069
398,-6.53955485000669,6,47.4082191780822
399,-6.10022683101354,5,22.4547945205479
400,-6.97771921800968,5,22.358904109589
401,-6.29827448522158,9,87.8356164383562
402,-6.33833279851382,7,47.0493150684932
403,-6.68084698497897,3,8.55342465753425
404,-6.30534697432602,5,22.2164383561644
405,-6.36330635711018,9,82.1095890410959
406,-6.25206460306077,4,12.0356164383562
407,-6.16321822623353,3,7.72328767123288
408,-6.30531360309274,7,48.3890410958904
409,-6.6810023619474,5,39.2438356164383
410,-6.08241730446413,7,47.8109589041096
411,-7.02549530023336,7,85.5095890410959
412,-6.33663392314388,4,13.8794520547945
413,-6.20166354862043,5,28.4109589041096
414,-6.65636465686455,7,67.8164383561644
415,-6.43496560665625,4,19.1013698630137
416,-6.95342113367381,3,8.41095890410959
417,-6.21263547928721,4,11.9424657534247
418,-7.04256027044681,3,11.6931506849315
419,-7.28502627700881,5,49.6602739726027
420,-6.48088194476872,7,41.4054794520548
421,-6.3521210271909,6,24.8493150684931
422,-6.34599554599626,5,20.3178082191781
423,-6.30347626455745,3,8.55342465753425
424,-6.38993745200432,8,65.3232876712329
425,-7.14052734731449,6,64.9808219178082
426,-6.10149424763505,9,58.4328767123288
427,-6.10332096580704,8,50.4465753424658
428,-7.50211772429219,5,46.9671232876712
429,-6.17638072857511,8,54.5342465753425
430,-6.08707500034382,3,8.41917808219178
431,-7.06274509342581,3,9.23287671232877
432,-7.105807358529,2,7.88767123287671
433,-7.14565031488684,7,60.5808219178082
434,-6.15127326602886,8,61.1452054794521
435,-6.31971451278622,2,5.83561643835617
436,-6.12585979757458,2,5.47945205479452
437,-6.10179061302227,4,8.64657534246575
438,-6.67463455245582,8,96.958904109589
439,-6.25827285331591,7,48.1972602739726
440,-6.71227096322456,2,7.61917808219178
441,-6.28708157634596,9,78.1205479452055
442,-6.42492277438511,9,74.5068493150685
443,-6.64982719227299,7,57.0575342465753
444,-6.73327838895322,3,10.5287671232877
445,-6.51151826699056,3,9.57260273972603
446,-6.2359854521251,6,31.0602739726027
447,-6.82384980144016,8,89.3972602739726
448,-6.64779084448953,4,22.1342465753425
449,-6.43134633220208,4,15.9835616438356
450,-6.28650000761609,7,54.8383561643836
451,-6.19364269823145,2,5.69041095890411
452,-7.55767130667961,4,28.0054794520548
453,-6.24091120699748,8,63.1150684931507
454,-7.14193562390681,2,7.67123287671233
455,-6.19235679147518,4,9.04383561643836
456,-6.25094274505332,9,80.7013698630137
457,-6.70197990923139,8,74.3835616438356
458,-6.64015146530155,2,7.29041095890411
459,-6.29997087501444,3,8.93150684931507
460,-6.37673302596557,6,39.7780821917808
461,-6.09483367271966,4,8.56438356164384
462,-7.75334101301977,2,5.94794520547945
463,-6.41769925754569,7,64.3315068493151
464,-6.94342034494603,6,47.2684931506849
465,-6.16691793472049,3,7.73150684931507
466,-6.43926321860718,6,37.2356164383562
467,-6.08588698847769,10,95.8876712328767
468,-6.32365994223595,3,7.95342465753425
469,-6.59916513774612,3,8.52876712328767
470,-6.3889663501269,4,12.772602739726
471,-6.73752336154952,7,73.3643835616438
472,-6.13750683124565,6,28.1698630136986
473,-6.2355560346755,2,5.61643835616438
474,-6.23925796850243,2,6.89041095890411
475,-6.23778116482319,2,6.37808219178082
476,-6.3298283340186,8,55.4821917808219
477,-6.56566246361161,3,7.36438356164384
478,-6.33831765859537,7,44.1013698630137
479,-6.14737815537676,6,38.4383561643836
480,-6.77792411344638,6,45.8191780821918
481,-6.34275697210453,4,9.92328767123288
482,-6.41946871490808,9,85.4164383561644
483,-6.28042401445671,10,88.5068493150685
484,-7.11238442902407,6,58.7479452054795
485,-6.29705934389193,10,94.8246575342466
486,-6.71507649523435,5,30.9123287671233
487,-6.08687770666789,4,6.34246575342466
488,-6.33464804407921,4,13.7041095890411
489,-6.11454813905089,11,93.2821917808219
490,-6.51969547840544,5,21.2739726027397
491,-7.53230440312852,7,96.5260273972603
492,-6.42946374716327,3,7.85479452054795
493,-6.31174462622873,8,74.172602739726
494,-6.30954957293566,4,8.51780821917808
495,-6.50424355487868,8,70.0630136986301
496,-6.28034060976048,3,6.41095890410959
497,-6.09470978633009,5,21.1808219178082
498,-6.3232155898456,4,7.50684931506849
499,-6.18767770721482,8,44.2219178082192
500,-6.09679965467087,3,8.02739726027397
501,-6.68833371474901,2,6.21369863013699
502,-7.55317288898469,6,85.9506849315069
503,-6.21836476993391,5,22.8520547945205
504,-6.12181812379747,4,9.86849315068493
505,-6.28168032924491,3,8.21643835616438
506,-6.15193093112907,9,71.1917808219178
507,-6.38525573035408,8,61.0082191780822
508,-6.23476171739392,6,33.6027397260274
509,-6.3945295013757,7,58.8465753424658
510,-6.32127262037943,3,7.66027397260274
511,-6.41600840334724,4,14.9397260273973
512,-6.77606670645665,3,9.42739726027397
513,-6.52887032725291,7,62.3123287671233
514,-6.28160163991174,7,55.7041095890411
515,-6.15665920665447,2,6.07123287671233
516,-6.32586836767633,4,10.986301369863
517,-6.12671269957985,2,6.78082191780822
518,-6.26878225104398,8,60.2
519,-7.11741580391802,5,39.4849315068493
520,-6.42390415478059,2,7
521,-6.18142004604521,5,26.4191780821918
522,-7.59218368001979,2,7.43835616438356
523,-6.64788219548012,2,6.67671232876712
524,-6.40035231410109,8,58.3643835616438
525,-6.46314993936695,5,26.4821917808219
526,-6.32870960988807,7,49.4219178082192
527,-6.10199091081835,11,94.8438356164384
528,-6.66929680868401,2,7.6958904109589
529,-6.17585653672619,8,76.0547945205479
530,-6.87466416665375,7,74.7260273972603
531,-6.47858990389616,10,94.9205479452055
532,-6.49903658640782,6,34.5287671232877
533,-6.25618740228909,3,9.28767123287671
534,-6.72679050489622,8,84.9397260273973
535,-6.30910210156603,4,10.5643835616438
536,-6.91782309130159,6,49.813698630137
537,-6.56034572995886,4,15.9013698630137
538,-6.17361446253108,6,30.6986301369863
539,-6.41227260650885,9,89.3013698630137
540,-6.82600208872849,5,39.3150684931507
541,-6.20068572379682,3,8.55616438356164
542,-6.52682715394992,3,8.7013698630137
543,-6.42884548049024,7,40.7013698630137
544,-6.68668011871056,8,93.0849315068493
545,-6.28098393302352,9,80.3123287671233
546,-6.23460736881622,2,5.87671232876712
547,-6.56792853421962,7,42.9945205479452
548,-6.46528567531187,5,30.9698630136986
549,-6.17399902123683,9,72.7369863013699
550,-6.42047505036788,9,76.4082191780822
551,-6.36525074104242,9,79.4821917808219
552,-6.24634690565934,2,5.96438356164384
553,-6.48641042773076,2,6.64109589041096
554,-6.34522752432839,4,14.8931506849315
555,-6.38946911142929,3,9.35890410958904
556,-6.56344860984741,9,98.4082191780822
557,-6.5780815100543,5,28.4109589041096
558,-6.59463596668061,7,56.9232876712329
559,-6.20730861706352,3,7.33424657534247
560,-6.73278710126591,6,40.9260273972603
561,-6.55231199989366,9,85.9260273972603
562,-6.59940823480605,2,6.43013698630137
563,-6.1342721312531,7,43.7041095890411
564,-6.09717120636639,3,6.95890410958904
565,-6.55737158873505,6,53.9041095890411
566,-6.1931346952866,7,47.5671232876712
567,-6.08042663146031,5,17.0465753424658
568,-6.13107604501826,5,16.8493150684932
569,-6.84281566887226,3,11.041095890411
570,-6.09663675192317,2,7.12328767123288
571,-6.38159292692848,2,6.8958904109589
572,-6.21664633057587,3,7.95068493150685
573,-6.15971418394843,5,19.7315068493151
574,-8.67860301126128,3,39.7369863013699
575,-6.48240605807418,4,10.7698630136986
576,-7.29721273639609,7,62.5616438356164
577,-6.19164685145171,5,19.1506849315069
578,-6.08792074351779,6,34.3287671232877
579,-6.57625359832441,8,65.7835616438356
580,-6.16670995258278,6,36.2109589041096
581,-6.75693569548311,6,48.3780821917808
582,-6.25215823363764,4,8.38356164383562
583,-6.63134155624397,5,28.1095890410959
584,-6.1443109031468,10,94.8547945205479
585,-6.28033393208524,5,27.6328767123288
586,-6.29664331883681,5,22.4821917808219
587,-6.24051302292356,9,77.3287671232877
588,-6.18420880207702,5,13.9808219178082
589,-6.28053896182219,5,13.9945205479452
590,-6.11133644417947,9,50.8465753424658
591,-6.23110073563983,11,97.5616438356164
592,-6.2071829856591,5,20.3260273972603
593,-6.2038237473963,9,87.4328767123288
594,-6.09536802055273,8,52.7013698630137
595,-6.61414164095091,2,7.3013698630137
596,-6.16088762130859,3,7.98904109589041
597,-6.18835807427575,2,5.61369863013699
598,-6.29784481215817,7,42.8164383561644
599,-7.46273281919042,7,96.5315068493151
600,-6.59214885720098,2,7.2054794520548
601,-6.41901160642849,3,7.81917808219178
602,-6.49810173755273,5,19.6712328767123
603,-6.76049858119837,8,85.5753424657534
604,-6.31357173088624,10,83.2
605,-6.3493102698304,9,76.0383561643836
606,-6.18345001821635,4,11.2191780821918
607,-6.22916920632352,9,68.2767123287671
608,-6.24059433539536,3,6.87397260273973
609,-7.65327196493728,2,9.26575342465753
610,-6.16264419635329,5,19.0904109589041
611,-6.22448996301746,6,27.1945205479452
612,-6.25901981011876,4,13.2958904109589
613,-6.47120111908257,3,8.26849315068493
614,-6.21112992396489,8,55.4219178082192
615,-6.33785996219532,6,39.7698630136986
616,-7.20400122177067,2,8.44109589041096
617,-6.16339658295238,4,5.31780821917808
618,-6.75755843193001,8,97.1780821917808
619,-6.30662762785988,8,52.3452054794521
620,-6.20905108039364,4,16.7671232876712
621,-6.17979916600224,8,55.3835616438356
622,-6.4661671713171,6,35.3616438356164
623,-6.24303233504746,6,26.2904109589041
624,-6.09019001869067,7,40.3780821917808
625,-6.61792753395101,2,6.11780821917808
626,-6.13400557613768,5,13.358904109589
627,-6.19902020960898,5,18.8767123287671
628,-6.99272352757884,2,7.36438356164384
629,-6.51598497674184,6,29.813698630137
630,-6.24874723592586,5,20.4876712328767
631,-6.33509652326759,2,6.45205479452055
632,-6.29822456727533,10,96.0958904109589
633,-6.12033845656561,7,27.1753424657534
634,-6.11789966407587,4,12.2630136986301
635,-6.28060056018924,3,8.37534246575343
636,-7.15123026900799,2,6.8986301369863
637,-6.12752062554207,3,7.94794520547945
638,-6.23653460412941,7,44.9534246575343
639,-6.2923753475173,3,7.4
640,-6.40360570172048,2,7.22191780821918
641,-6.25408619031184,2,6.48219178082192
642,-6.22579610221389,6,37.1643835616438
643,-6.0992803153786,10,97.4904109589041
644,-6.10788733195862,11,99.2821917808219
645,-7.14063399775504,3,11.2246575342466
646,-6.20700059093123,9,69.0082191780822
647,-6.16068998976341,3,6.82465753424658
648,-6.45778112504755,4,9.46849315068493
649,-6.12076375923346,6,24.1424657534247
650,-6.20669541495178,6,31.7205479452055
651,-6.94320140111243,7,80.7397260273973
652,-6.28833366328641,5,19.6794520547945
653,-6.6830774201513,7,50.841095890411
654,-6.34975119572256,3,8.74520547945206
655,-6.38502650754089,5,20.1232876712329
656,-6.33021307950042,9,71.9917808219178
657,-6.1517665525937,6,24.0054794520548
658,-6.55050838419013,8,56.8301369863014
659,-6.53251253013839,2,5.95342465753425
660,-6.33848171454193,3,8.43013698630137
661,-6.3474460192052,8,52.7150684931507
662,-6.65557033961126,3,7.93424657534247
663,-6.67078108942997,6,44.8630136986301
664,-6.4555898261893,3,8.17260273972603
665,-6.14834669159603,4,13.1890410958904
666,-6.47111276772004,8,80.8438356164384
667,-6.43175502696457,5,21.2876712328767
