,log(n),Threshold,Time to cancer
52,10.5222629816346,4,22.8821917808219
53,10.0672183751777,6,73.0191780821918
54,10.6878124291397,6,69.6575342465753
55,10.738833885727,2,9.61369863013699
56,10.5852557135535,2,9.36986301369863
57,10.3603089515303,6,82.2958904109589
58,9.71390402678377,6,83.0876712328767
59,10.7190331108532,2,9.36164383561644
60,10.76720613286,2,6.76438356164384
61,10.76090069697,2,9.36712328767123
62,10.7674711327737,6,67.5506849315069
63,9.4249847620445,3,23.2082191780822
64,10.1129934433475,3,17.8602739726027
65,10.5657086839072,3,17.8931506849315
66,10.742108140295,6,60.4739726027397
67,10.3390630534968,4,31.5616438356164
68,10.2532194338911,3,12.3315068493151
69,9.92246189574141,4,32.4904109589041
70,10.6497609887759,4,28.2547945205479
71,10.6095885604055,2,9.94246575342466
72,10.3572175258146,2,8.8027397260274
73,9.3497586052063,3,15.1095890410959
74,10.5263264305045,3,13.7397260273973
75,10.8533851583357,7,96.4493150684931
76,10.2951711426299,5,48.5205479452055
77,10.4639763293841,3,13.0109589041096
78,8.95006896975675,6,97.1068493150685
79,9.86901292862674,4,34.9671232876712
80,10.4175149023343,5,44.5945205479452
81,10.3284747977992,2,9.77260273972603
82,10.5328167517914,6,72.6876712328767
83,10.7409979766791,5,58
84,10.2067495810599,6,69.7424657534247
85,10.7241444352892,6,69.0465753424658
86,10.8172349417217,3,12.7424657534247
87,10.3907529648194,7,92.986301369863
88,10.0795732175391,2,10.0219178082192
89,10.5318817580709,7,88.5534246575343
90,10.480262949208,5,46.0328767123288
91,10.046988814454,3,16.7424657534247
92,10.6203798853462,3,11.9643835616438
93,10.4376975757062,3,14.4
94,10.8216607243675,4,31.3917808219178
95,10.8130747791585,2,8.76164383561644
96,10.56975083121,2,10.0849315068493
97,10.4916003014004,4,30.1068493150685
98,10.2028222025063,6,80.8301369863014
99,10.8043832493139,6,85.641095890411
100,10.4011201025862,6,74.5753424657534
101,10.8040465939802,7,87.4328767123288
102,10.7834030422896,2,7.95342465753425
103,10.6705575021864,7,81.1561643835617
104,10.8444714984384,2,8.75890410958904
105,10.4012872235314,2,9.88219178082192
106,10.2834800639558,6,80.2547945205479
107,10.6062466490552,3,11.6219178082192
108,10.3636695962281,4,33.3890410958904
109,10.4334646849516,4,29.4986301369863
110,10.6609760340426,6,72.0849315068493
111,10.6973107954862,5,48.4027397260274
112,9.51096695467907,5,52.6465753424658
113,9.9174764687977,5,57.4191780821918
114,10.5489937614004,3,11.2
115,10.1822235477796,6,86.3835616438356
116,10.295789403325,3,13.827397260274
117,10.6608748211301,6,77.2383561643836
118,10.849130312637,4,30.7479452054795
119,10.6114882128422,5,31.3561643835616
120,10.755680135837,2,10.013698630137
121,10.3052362510705,4,25.3698630136986
122,9.82550868795487,4,39.2575342465753
123,10.7868075103365,4,17.2383561643836
124,10.7902857834907,7,91.2849315068493
125,10.5466494123867,2,9.46301369863014
126,10.3768407103348,6,83.8767123287671
127,9.62168355543783,3,19.1780821917808
128,10.4228201156727,5,51.2301369863014
129,10.309181777855,2,9.75342465753425
130,10.3307690469479,4,39.2876712328767
131,10.5628133325353,2,8.83287671232877
132,9.93925779030685,7,87.8246575342466
133,10.674183313631,7,99.6164383561644
134,10.3080451939193,4,26.1917808219178
135,10.3153262009355,7,90.5753424657534
136,10.1648339742268,4,24.9041095890411
137,10.6339959232974,4,37.013698630137
138,10.8488851677664,2,9.72328767123288
139,10.1523051669977,6,77.8712328767123
140,10.4899730715558,6,67.5315068493151
141,9.96677438340113,2,9.05205479452055
142,9.53041591571332,6,96.4712328767123
143,10.5917092703791,5,56.8356164383562
144,10.6201122022916,6,70.3835616438356
145,10.4256553571124,6,75.5753424657534
146,10.2861356640468,3,14.0712328767123
147,10.6917043530498,2,10.2739726027397
148,10.049281877583,4,42.4
149,10.8156889666506,3,11.6520547945205
150,8.91981394905196,5,76.1123287671233
151,10.6563551762982,6,63.1013698630137
152,10.7432391197852,4,33.586301369863
153,10.7584228837227,6,47.4657534246575
154,10.7420282163657,6,72.9780821917808
155,10.5749820915279,2,8.5972602739726
156,10.8503005586884,5,51.9013698630137
157,10.299955794369,7,92.441095890411
158,10.8011881269673,3,12.1178082191781
159,10.6947301066748,2,9.87397260273973
160,10.0713942580768,5,48.4876712328767
161,9.84394413263929,6,85.4630136986301
162,10.6859428537724,4,21.5945205479452
163,10.4546837865665,5,48.372602739726
164,10.6916262578275,3,11.813698630137
165,10.2554645446114,6,77.6219178082192
166,10.3690046180303,2,10.5013698630137
167,10.5665012332135,3,12.8767123287671
168,10.8207004307181,6,78.9780821917808
169,10.6208863803012,5,46.5753424657534
170,10.0981511018405,2,10.5287671232877
171,10.2627044952708,4,30.6547945205479
172,10.6045641595811,7,63.958904109589
173,10.5149581392315,2,9.61095890410959
174,10.7202597151689,6,76.0712328767123
175,9.89822582212759,6,56.7342465753425
176,10.2262089739713,3,13.8438356164384
177,10.5610640576339,3,14
178,10.6866870692558,6,67.6630136986301
179,10.0265747098457,2,10.2301369863014
180,10.8017180541905,2,9.8
181,9.70895307090773,6,84.8602739726027
182,10.7626537993051,5,44.7013698630137
183,10.1783046181786,5,53.5369863013699
184,10.688127361059,3,11.6328767123288
185,10.6576622729673,7,93.1835616438356
186,10.7848506200868,4,26.9890410958904
187,10.5847414605938,6,64.4301369863014
188,10.8416851658774,3,13.2739726027397
189,10.8176146892102,5,41.5753424657534
190,10.569021191315,2,9.84383561643836
191,10.1418879462814,4,23.5123287671233
192,10.5545040811262,5,49.1671232876712
193,10.528168696033,3,12.2301369863014
194,10.6840467843941,2,9.70958904109589
195,10.4705976053814,2,8.44657534246575
196,10.4927335744903,3,11.5260273972603
197,10.61571844551,3,12
198,9.68612268721163,4,32.758904109589
199,8.30508958204512,2,10.6520547945206
200,10.7113425261267,7,91.3616438356164
201,10.6762701388296,7,63.4520547945206
202,10.7116156718081,5,53.3780821917808
203,10.6997535748894,4,30.4493150684931
204,10.1723062074967,4,29.0849315068493
205,10.2435028571018,3,12.4383561643836
206,9.33189284200099,2,9.51780821917808
207,10.684573588315,3,11.7013698630137
208,10.7644658346919,3,10.8520547945205
209,10.7581896534383,3,11.013698630137
210,10.5836990183132,5,48.0602739726027
211,10.5302191794592,5,50.958904109589
212,10.84194846459,7,94.7616438356164
213,10.3619999328187,5,53.8191780821918
214,10.6937426333504,4,32.8602739726027
215,10.6270257041162,7,91.2356164383562
216,10.4354369975557,3,14.1479452054795
217,10.5128941965491,2,10.8328767123288
218,10.2775320414334,2,8.69315068493151
219,9.96821149636082,3,17.9013698630137
220,10.756046526133,7,81.413698630137
221,10.6553481268776,5,47.413698630137
222,10.4499330743806,3,12.1397260273973
223,9.88729225379637,3,9.27123287671233
224,10.4259677919414,7,94.4657534246575
225,10.6045788289414,5,44.6164383561644
226,10.3167080860739,6,85.3890410958904
227,10.7144871656344,7,92.1260273972603
228,10.7068836666576,2,9.79178082191781
229,10.3917886938857,7,88.4191780821918
230,10.0451918893872,2,10.0958904109589
231,10.2736873546089,2,8.33150684931507
232,10.8228534192462,5,44.813698630137
233,10.2981592830234,5,46.6356164383562
234,9.70312094967645,2,10.2849315068493
235,10.655977456412,4,37.6301369863014
236,10.3524976119837,5,52.7095890410959
237,10.20138825753,7,99.0383561643836
238,10.8062929739596,6,66.0602739726027
239,10.4712791660443,3,12.0301369863014
240,10.1432531432837,8,98.5123287671233
241,10.3126896741216,4,27.2821917808219
242,10.816672643553,3,11.4246575342466
243,10.4695600194222,4,30.1041095890411
244,10.7899732296449,4,22.0547945205479
245,10.3653367187854,2,8.17534246575342
246,10.6881572598913,3,11.8739726027397
247,10.5553799777434,4,31.0849315068493
248,10.5178495266804,2,9.83287671232877
249,10.7179245867643,6,61.8712328767123
250,10.8355585507723,3,12.8109589041096
251,10.8196008093535,4,30.3342465753425
252,10.7055451256064,2,10.3397260273973
253,10.4028042655992,6,78.8821917808219
254,10.7321883702714,5,47.8684931506849
255,10.580090649385,6,68.3835616438356
256,10.8446768090429,4,28.8684931506849
257,10.5244509363082,7,93.1890410958904
258,10.4215051955234,5,48.9150684931507
259,10.8237976725651,7,92.041095890411
260,9.78105143287175,4,27.9808219178082
261,10.4016188770014,5,53.7561643835616
262,10.8084522247849,6,77.2
263,10.3295771610344,3,13.7561643835616
264,10.763457911335,4,30.0356164383562
265,10.6026649368882,4,26.8794520547945
266,10.817951455197,2,10.0027397260274
267,10.7093121908495,2,9.5041095890411
268,10.7288213170892,5,56.0219178082192
269,10.2688064226481,2,9.77808219178082
270,9.775250149387,3,12.9890410958904
271,10.6319312989693,6,78.0821917808219
272,10.5709650505176,5,48.586301369863
273,10.5691437486891,3,14.7260273972603
274,10.328630470148,6,77.2739726027397
275,10.7765052079685,2,10.3095890410959
276,10.0246886725448,2,9.64109589041096
277,9.57604103547091,4,22.0027397260274
278,10.6960034830621,3,11.6657534246575
279,10.5811191447933,2,9.07671232876712
280,10.8515581312708,2,9.36712328767123
281,10.7432569957025,3,10.6520547945206
282,10.8467084608024,5,45.7479452054795
283,10.4364707355668,2,9.6
284,10.7502081507674,4,27.4301369863014
285,10.7577146935076,6,55.0191780821918
286,10.1213220520393,6,87.9178082191781
287,10.5211668772561,4,35.1506849315068
288,10.5291908194729,5,50.4657534246575
289,10.7668710246798,4,33.8
290,10.1124948529048,5,49.0164383561644
291,10.6271144209698,4,36.6219178082192
292,10.3459646629681,2,10.2821917808219
293,10.7404924191417,2,8.4
294,10.339747966517,4,32.4794520547945
295,10.4313296023799,3,14.0164383561644
296,10.2036752271658,3,12.1205479452055
297,10.7377781820266,6,67.041095890411
298,10.8456762115234,3,14.0520547945205
299,10.5062502237539,5,42.9643835616438
300,9.22637529831693,3,22.7260273972603
301,10.3543428115575,5,44.6986301369863
302,10.7684129253681,4,20.5561643835616
303,10.8259196159802,2,9.81643835616438
304,10.3752337529343,6,68.9260273972603
305,10.8196211820335,5,44.6630136986301
306,10.8329383387027,5,52.9534246575343
307,10.8043601862809,5,38.5315068493151
308,9.85732498739846,2,7.96712328767123
309,10.7960532139835,6,62.8794520547945
310,9.64640381760457,6,92.7013698630137
311,10.5109350627813,6,72.441095890411
312,10.8232928874481,3,11.5972602739726
313,10.6300675849086,4,27.586301369863
314,10.2116057509873,2,10.5753424657534
315,10.6872631374061,3,16.8219178082192
316,10.3680059860511,3,14.6958904109589
317,10.7412766789323,2,10.6931506849315
318,10.2591414226638,5,46.4
319,10.7662133244955,2,9.94246575342466
320,10.0741616780647,5,48.2493150684932
321,10.5864840011048,5,54.0520547945206
322,10.3601113649171,4,34.5698630136986
323,10.2852431071905,3,11.3479452054795
324,10.8291214546112,6,75.1424657534247
325,10.7887280091872,6,72.986301369863
326,8.89940916438538,4,48.0931506849315
327,10.7230528735354,2,9.87397260273973
328,10.8362848257104,4,22.4328767123288
329,10.4087467869126,3,11.9068493150685
330,10.7178232025433,2,10.8438356164384
331,10.2573166896799,6,83.8767123287671
332,10.6504933350318,3,10.9780821917808
333,10.240819041315,5,56.3917808219178
334,10.6810331296216,5,48.6493150684932
335,10.5405451867302,4,30.1945205479452
336,10.0032213771119,4,33.0465753424658
337,10.7958206569028,6,73.0027397260274
338,10.8016884690162,4,24.958904109589
339,9.42946062003602,4,38.7205479452055
340,10.1884705090253,2,9.42191780821918
341,9.7119835152804,3,15.9917808219178
342,10.6817192502578,3,12.2684931506849
343,10.8335640842489,2,9.93424657534247
344,10.2092268074694,4,31.972602739726
345,10.7545249429503,4,28.1452054794521
346,10.4035095426199,6,82.5753424657534
347,10.5289358083951,3,11.7095890410959
348,10.7423266792781,2,9.94520547945205
349,10.5781615597287,7,92.6410958904109
350,10.7248137765777,6,70.8958904109589
351,10.3852573664673,6,76.8164383561644
352,10.581663157652,5,39.4904109589041
353,10.7215139607192,7,94.9945205479452
354,10.7436863635731,4,33.9260273972603
355,10.3007568824083,2,9.52602739726027
356,10.3613888253977,7,89.0958904109589
357,10.6018454579676,3,10.3287671232877
358,10.7621771757737,4,32.9616438356164
359,10.5990547235782,5,45.3534246575343
360,10.7740186351564,4,20.8712328767123
361,9.62172689678106,5,59.4986301369863
362,9.9618310792119,2,9.93150684931507
363,10.6968764778983,3,10.3945205479452
364,9.76923804323618,6,78.7369863013699
365,10.4175888829397,5,46.7342465753425
366,9.49300540127834,2,9.74246575342466
367,10.730190952301,7,85.0493150684931
368,10.8283199250073,4,14.041095890411
369,10.4455696808475,6,53.6876712328767
370,10.6693574575062,6,77.6383561643836
371,9.79501600153734,5,62.2794520547945
372,10.6386663184046,5,38.6849315068493
373,10.5288082203101,4,22.1041095890411
374,10.6121897187099,3,12.1479452054795
375,10.6883634316634,3,11.7506849315069
376,10.37219516458,5,52.3808219178082
377,10.2582925023625,4,36.2
378,10.7130194437078,2,10.1972602739726
379,9.64127169171573,4,41.8575342465753
380,10.4302383287335,3,11.3890410958904
381,10.1496050201807,2,9.67945205479452
382,9.50824488756915,4,37.172602739726
383,10.6286043446427,3,11.9753424657534
384,10.6232981508846,3,12.1835616438356
385,10.7177739505148,2,9.84931506849315
386,10.7209401054929,3,11.3780821917808
387,10.6698666933488,4,24.0191780821918
388,10.5663884833498,5,41.2191780821918
389,10.4174870247205,5,44.4191780821918
390,10.479239923089,3,12.4931506849315
391,10.7250386676091,4,34.5150684931507
392,10.3890765038599,4,34.772602739726
393,10.6850626350793,2,9.97260273972603
394,10.2116153745904,3,12.4876712328767
395,10.8526680417146,6,55.1178082191781
396,10.5959519698598,2,10.0054794520548
397,9.60338433073937,4,41.6794520547945
398,10.6815709374502,6,59.1369863013699
399,10.3132984699733,6,64.9150684931507
400,10.4631644989405,5,52.5643835616438
401,10.6110487419243,2,9.63835616438356
402,10.4423709810893,5,52.7068493150685
403,10.8494141848575,6,59.7287671232877
404,9.84293281784082,4,32.7315068493151
405,10.4037304820637,3,10.6520547945206
406,10.1751621351523,5,55.9753424657534
407,9.7119506398682,5,62.6356164383562
408,10.4783111618115,4,27.5397260273973
409,10.7413004915445,2,10.0438356164384
410,10.5865193245579,5,55.6876712328767
411,10.2189524423102,3,14.027397260274
412,10.8307824374115,3,10.7753424657534
413,10.7826141052539,4,29.9479452054795
414,10.7814658833995,4,28.2739726027397
415,9.15758961767649,3,19.6
416,10.7665159784066,4,29.3780821917808
417,10.4809298375678,3,10.2465753424658
418,9.67762607146449,3,17.3178082191781
419,10.209835987164,4,27.0712328767123
420,10.5594528041599,2,9.40821917808219
421,10.6722290391701,4,31.7178082191781
422,9.62603842723826,3,22.2438356164384
423,9.94506283602062,3,15.6630136986301
424,10.4583767807409,4,37.9452054794521
425,10.1705685519953,3,9.59452054794521
426,10.7164947817508,5,35.1013698630137
427,10.6879619356485,4,16.2767123287671
428,10.79327102279,4,27.5397260273973
429,9.75533575944255,6,93.9095890410959
430,9.51326216624266,2,9.58356164383562
431,10.815543051506,3,12.441095890411
432,10.6558934836848,6,71.1287671232877
433,10.5725988137887,4,30.8328767123288
434,10.8334917619733,3,13.4191780821918
435,10.5263698457452,5,44.586301369863
436,10.4872221454139,3,13.0657534246575
437,9.62231620744136,3,13.0547945205479
438,10.7906247129822,7,78.2164383561644
439,9.74334433038373,6,89.1835616438356
440,10.6010055373778,2,10.2657534246575
441,10.4323935255756,3,10.3808219178082
442,10.0055726396522,4,36.3205479452055
443,10.6554833580579,5,51.8739726027397
444,10.7723934997162,5,45.9561643835616
445,9.86051862391926,5,63.041095890411
446,10.3396155331565,5,54.4191780821918
447,9.70689900354955,2,10.3479452054795
448,10.653747623048,6,61.4219178082192
449,9.78657836580271,2,9.86301369863014
450,10.6833549416756,5,38.6520547945205
451,10.7047381158719,2,10.7315068493151
452,10.7843720167259,2,9.87397260273973
453,9.89113741772548,6,93.8082191780822
454,10.8538542689204,4,33.8958904109589
455,10.5672045326741,2,9.53698630136986
456,10.7831111719773,6,74.6054794520548
457,10.8225035823545,2,9.94246575342466
458,10.7593422514097,7,99.0712328767123
459,10.259728751924,4,37.1178082191781
460,10.7328161888511,4,28.0849315068493
461,10.5690007588939,4,30.2767123287671
462,10.6516252626121,4,22.8630136986301
463,10.8003313384693,7,97.0986301369863
464,9.06019506121805,2,10.2383561643836
465,10.655582189428,7,73.5424657534247
466,10.7559269538555,4,33.6438356164384
467,10.8516444783088,4,29.0246575342466
468,10.6488671066592,5,45.3150684931507
469,9.75388418080139,3,24.8383561643836
470,10.8403589624438,2,9.46849315068493
471,10.7511076642229,2,9.84109589041096
472,10.7063941475694,5,52.0383561643836
473,10.7644404781729,5,47.9945205479452
474,10.8008727094651,6,71.013698630137
475,10.0820669502674,3,12.8547945205479
476,10.6795702823915,7,74.0876712328767
477,10.825180087058,5,47.6630136986301
478,10.1275734028727,5,48.7616438356164
479,10.6196167087436,3,11.5041095890411
480,10.8066610724307,3,11.7835616438356
481,10.5751912034148,2,9.5972602739726
482,9.27742626504659,3,21.5534246575342
483,10.5338441896404,3,11.5342465753425
484,10.7671059503835,2,10.3890410958904
485,10.730215711225,4,29.7150684931507
486,10.5100299302583,6,66.772602739726
487,10.2971105174806,4,23.6191780821918
488,8.93666905331057,4,27.8465753424658
489,10.2986017370411,7,84.5835616438356
490,10.8299346487501,7,92.0383561643836
491,10.6630290395789,6,84.9479452054795
492,10.5718609236883,7,91.7671232876712
493,10.361060019191,3,15.0794520547945
494,10.6855682767159,5,48.0191780821918
495,9.9831388189895,2,9.13972602739726
496,10.7862575708183,4,33.972602739726
497,10.6483741249698,5,58.0164383561644
498,10.4663250911414,6,82.3068493150685
499,10.8479834754763,5,53
500,10.8327075085143,3,12.0246575342466
501,10.6253801524416,2,9.99178082191781
502,10.1683829594644,5,46.9917808219178
503,10.8408353774816,4,29.4767123287671
504,10.4196655353696,2,10.7643835616438
505,10.3448643767155,5,47.9232876712329
506,10.4070339666,2,9.04931506849315
507,10.1460053627387,6,77.7890410958904
508,10.0305687378766,5,50.0054794520548
509,10.8503519956001,3,12.3013698630137
510,10.7371332646616,5,45.2520547945205
511,10.8198132903472,5,52.854794520548
512,10.7935281327927,3,14.9150684931507
513,10.7623812886376,5,51.0219178082192
514,8.72492142546757,2,10.6630136986301
515,10.2071688226612,5,52.5698630136986
516,10.6507353033466,6,66.8082191780822
517,10.7634665524658,5,53.5534246575342
518,10.7536144341612,4,31.6986301369863
519,10.7983658752739,3,12.0986301369863
520,10.792393604516,5,46.1890410958904
521,10.0766383973266,6,80.9315068493151
522,10.7681443241645,3,9.52876712328767
523,10.5202023635282,2,8.8
524,9.81834825647919,4,43.0328767123288
525,10.7412762811513,6,70.3835616438356
526,9.46665919125573,6,99.8328767123288
527,10.1113233389178,3,12.3205479452055
528,10.4333549319007,3,11.5835616438356
529,10.5287155465675,5,41.8109589041096
530,8.95172889641137,4,48.1479452054795
531,10.401119832908,3,11.0575342465753
532,10.8248851167051,6,67.8191780821918
533,10.4304598396297,2,10.5972602739726
534,10.3426566919068,7,88.5150684931507
535,10.6225647360223,6,64.827397260274
536,9.98482026321341,4,32.2438356164384
537,10.6921264192359,3,13.5835616438356
538,10.0203291863624,3,11.0547945205479
539,10.4470633606904,2,9.82465753424658
540,9.92612937742656,3,14.6767123287671
541,10.8440960297858,2,9.67397260273973
542,10.8371111928476,3,14.1616438356164
543,10.7626884406314,4,34.9561643835616
544,9.57490402000645,2,7.86849315068493
545,10.2551531134383,6,78.3917808219178
546,10.7038665858278,6,67.572602739726
547,10.4596853085468,6,92.4794520547945
548,9.9352753519437,3,12.8191780821918
549,10.2474046802806,5,45.2931506849315
550,10.6637222031898,5,46.1835616438356
551,10.5361480877075,2,9.97808219178082
552,10.2813672375923,6,70.1890410958904
553,8.90673605150913,2,10.0027397260274
554,10.4384524338784,2,10.2082191780822
555,10.2185101680272,3,17.1232876712329
556,10.7903554419132,6,66.0547945205479
557,9.78055491795492,4,40.4794520547945
558,10.7767443986049,2,9.82465753424658
559,10.4420471410032,2,9.97808219178082
560,10.7909163282933,4,21.4054794520548
561,10.5906934351126,5,42.1041095890411
562,10.7981890975128,6,69.6904109589041
563,10.5438690128605,2,9.26301369863014
564,10.1249857936725,3,14.9232876712329
565,10.7204198130005,2,9.76438356164384
566,10.8405580447143,2,9.67123287671233
567,10.8023856598538,4,25.6904109589041
568,10.4802794607569,3,11.7945205479452
569,10.5804818896235,2,9.64931506849315
570,10.7717246084411,7,92.3890410958904
571,10.6494175718174,2,10.2027397260274
572,10.8065809828836,5,52.2219178082192
573,10.5938606920337,6,76.5424657534247
574,10.364692064617,4,27.8356164383562
575,10.3130814617321,6,69.9534246575342
576,10.1711319639592,2,9.4958904109589
577,10.6199295291716,5,50.9123287671233
578,10.014568673915,3,9.01095890410959
579,10.2105460147619,3,19.3945205479452
580,10.8224712442596,6,72.041095890411
581,10.7052156329854,4,32.1013698630137
582,10.4075758768765,5,40.4602739726027
583,10.3060357931338,6,92.9890410958904
584,10.7815821445752,3,11.7123287671233
585,10.5687313743982,3,13.8876712328767
586,10.6662622218041,4,35.2383561643836
587,10.1288348014024,5,46.2986301369863
588,10.5722072068058,5,51.1260273972603
589,10.7087631214768,2,9.07397260273973
590,10.5877156713414,4,33.1205479452055
591,10.7313810700416,6,55.8986301369863
592,10.80611429146,7,91.0356164383562
593,10.5490689955971,2,9.25753424657534
594,10.7242754123535,7,97.4246575342466
595,10.4224151930403,5,48.9780821917808
596,10.1576980583979,4,31.9671232876712
597,9.87618509143962,5,50.6493150684932
598,9.39303109918532,3,18.6986301369863
599,10.4487777800137,5,47.6767123287671
600,10.7543436885941,2,8.37534246575343
601,8.79321213988006,5,72.7780821917808
602,10.8383544465833,5,37.5917808219178
603,9.48045058350331,4,35.3150684931507
604,10.6823380725191,5,39.8328767123288
605,10.1108105396897,2,8.83561643835616
606,10.7344660447921,4,27.1123287671233
607,10.0883802254388,6,80.7561643835616
608,10.4986474841237,2,9.07945205479452
609,10.767725005847,7,70.6931506849315
610,10.2828277461531,6,72.9479452054795
611,10.3730679324488,4,33.5643835616438
612,10.8244271839256,4,33.1643835616438
613,10.7898596284522,5,49.9232876712329
614,10.8447839136908,3,14.5671232876712
615,10.57560941183,2,9.80547945205479
616,10.548637895868,2,9.64383561643836
617,9.55963351524083,5,54.5342465753425
618,10.7908049164686,4,19.2356164383562
619,10.8099113872623,6,70.7260273972603
620,10.8257232430105,4,29.3890410958904
621,10.6215385456258,6,81.372602739726
622,9.83283840280033,3,20.8054794520548
623,10.8167093693933,2,9.70958904109589
624,10.1560353101422,3,16.3315068493151
625,10.7920125656927,2,9.56164383561644
626,10.2626227116656,2,10.1671232876712
627,10.6461865568259,5,47.8767123287671
628,10.7088419443376,3,13.027397260274
629,10.8144732715235,4,33.9095890410959
630,9.60865637680265,4,31.1041095890411
631,10.1261074028724,7,91.4849315068493
632,10.6904527247977,4,31.5424657534247
633,10.7416878229289,4,32.1342465753425
634,9.58625851499577,6,77.1315068493151
635,10.3865387043349,7,98.2904109589041
636,10.7892095923142,6,77.8931506849315
637,10.5201161947664,3,12.9068493150685
638,10.5496049115824,6,67.9643835616438
639,10.8534324453267,3,10.9315068493151
640,9.71413827236787,5,53.9150684931507
641,10.6856107379941,5,43.786301369863
642,10.4653833174584,5,52.5671232876712
643,9.62617589767276,4,25.0493150684931
644,10.371668046727,3,12.7232876712329
645,10.6657337369967,2,9.65205479452055
646,10.6402384767831,2,9.44931506849315
647,9.51627828368464,2,9.90684931506849
648,10.639421974339,3,11.9945205479452
649,10.3427635978076,7,95.6328767123288
650,10.5962923119259,6,75.9643835616438
651,10.1169303916688,5,37.8767123287671
652,10.8515382912114,6,56.1753424657534
653,10.7073674884378,2,9.71506849315069
654,10.7734300256131,3,11.8109589041096
655,10.5317149519988,7,90.8027397260274
656,9.66246734396825,5,56.586301369863
657,9.70110218898414,2,9.49041095890411
658,10.2548220608075,5,58.0164383561644
659,10.482496972669,6,71.3287671232877
660,10.338617721509,5,48.1780821917808
661,10.810321195044,3,12.4958904109589
662,10.8276853289378,6,76.2438356164384
663,10.0355543259257,4,35.1150684931507
664,10.7511361591438,3,11.4958904109589
665,9.85919118996188,5,44.572602739726
666,10.105804245109,6,84.1369863013699
667,10.8395306343665,6,70.9808219178082
668,10.6449336168024,3,12.4684931506849
669,10.8495179548838,3,12.5643835616438
670,10.4569150738767,3,10.9698630136986
671,9.73892403142299,4,34.1095890410959
672,10.8100832584632,5,46.0191780821918
673,10.5689929139762,7,87.786301369863
674,10.5347698853825,6,69.4164383561644
675,10.7240252515248,3,12.6301369863014
676,10.8265096466909,5,45.2520547945205
677,10.7995907424812,7,75.9041095890411
678,10.8564230571701,4,28.4328767123288
679,10.4961494387614,2,9.35342465753425
680,10.3637370294655,3,14.1506849315069
681,10.7901787572338,4,30.5315068493151
682,10.6448430102259,3,11.2712328767123
683,9.97876352079435,3,12.0164383561644
684,9.76131342222675,6,75.5041095890411
685,10.6567115749846,2,10.1041095890411
686,9.5481582392831,2,11.2602739726027
687,10.3872216907016,3,11.772602739726
688,10.5064506175011,5,46.1424657534247
689,10.8377623682319,3,15.4630136986301
690,9.12742238445197,4,46.9452054794521
691,10.6350817603426,4,33.7041095890411
692,10.7553120258145,4,23.1397260273973
693,10.2110080160596,2,9.94246575342466
694,9.1116501327839,2,11.1917808219178
695,10.6036855751649,4,24.6054794520548
696,10.8446526693314,3,12.5534246575342
697,10.1910489381432,5,44.9315068493151
698,10.4621573894535,2,9.68767123287671
699,10.856628190088,3,13.3397260273973
700,10.6125280687461,7,99.8849315068493
701,10.0462019662322,7,94.1753424657534
702,9.33831448056026,4,41.0547945205479
703,10.8265820751636,2,8.95616438356164
704,10.0061489842418,2,9.38356164383562
705,9.52060339206031,7,99.5315068493151
706,10.8318516305727,7,93.3232876712329
